OrderCode,ProductCode,TechSpecsFeatSysModel,Processor,Operating System,Memory,Hard Drive,Display,System_type
S003O7060SFFUSCA,optiplex-7060-desktop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1X4GB DDR4 2666MHz UDIMM Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""3.5\"" 500GB 7200rpm SATA Hard Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Video Card"",""Value"":""Intel® Integrated Graphics""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Optical Drive\r\n"",""Value"":""8x DVD+/-RW 9.5mm Optical Disk Drive""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 7060 Small Form Factor BTX""}]}",Intel Core™ i5-8500 (6 Cores/9MB/6T/up to 4.1GHz/65W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",4GB 1X4GB DDR4 2666MHz UDIMM Non-ECC,"3.5"" 500GB 7200rpm SATA Hard Disk Drive",,desktop
S004L548014USCASKL,latitude-14-5480-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Professionnel License)""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""8GB DDR4 Memory,1X8GB,2400,Non-ECC""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 256GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""Non-Touch HD (1366 x 768) LCD w/ HD Cam (WWAN)""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual Band Wireless AC 8265 (802.11ac) 2x2 + Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""4 cell, 68WHR Primary Battery""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""3 USB 3.0 (one with PowerShare)<br />1 RJ-45<br />1 HDMI<br />1 VGA<br />1 External uSIM card tray option<br />1 SD 4.0 Memory card reader<br />1 Headset/mic combo jack<br />1 Optional Contacted SmartCard Reader and touch Fingerprint Reader<br />1 Display Port over USB Type-C™ <br />1 Noble Wedge Lock slot""},{""LearnMoreUrl"":"""",""Label"":""Slots"",""Value"":""Power Supply Unit: 65W adapter for UMA""},{""LearnMoreUrl"":"""",""Label"":""Chassis"",""Value"":""<strong>Backup Options</strong><br />Dell Client Command Suite available""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 22.45 mm (.88”) x 333.4 mm (13.1”) x 228.9 mm (9”)<br />Starting weight: 1.60 kg (3.52lbs)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""Energy Star 6.1 (available in selected configurations), FCC, UL, Anti-thunder certification,<br /><br /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:productsafety-spec\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets</a><br style=\""font-size: 11px; font-family: verdana; color: #000000;\"" /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:regulatory-spec\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br style=\""font-size: 11px; font-family: verdana; color: #000000;\"" /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:environment-spec\"" target=\""_blank\"">Dell and the Environment</a>""}]}","Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux","Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Professionnel License)","8GB DDR4 Memory,1X8GB,2400,Non-ECC",M.2 256GB SATA Class 20 Solid State Drive,Non-Touch HD (1366 x 768) LCD w/ HD Cam (WWAN),laptop
S004L558015USCASKL,latitude-15-5580-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Pro License)""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN)""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""2.5\"" 500GB 7200RPM 7mm HDD""},{""LearnMoreUrl"":"""",""Label"":""Broadband"",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis""}]}","Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux","Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Pro License)","8GB 1X8GB, DDR4 Memory,2400MHz,Non-ECC","2.5"" 500GB 7200RPM 7mm HDD",Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN),laptop
S004L738013USCA,latitude-13-7380-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i7-7600U (Dual Core, 2.8GHz, 4M cache, 15W, vPro) supports only Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""13.3\"" FHD (1920 x 1080) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""8GB (1x8GB) 2133MHz DDR4 Memory""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""M.2 256GB SATA Class 20 Solid State Drive""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mobro"",""Label"":""Broadband"",""Value"":""No Mobile Broadband Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Warranty with Onsite/In-Home Service after Remote Diagnosis""}]}","Intel® Core™ i7-7600U (Dual Core, 2.8GHz, 4M cache, 15W, vPro) supports only Windows 10/Linux","Windows 10 Pro 64bit English, French, Spanish",8GB (1x8GB) 2133MHz DDR4 Memory,M.2 256GB SATA Class 20 Solid State Drive,"13.3"" FHD (1920 x 1080) Anti-Glare, Camera & Mic, WLAN/WWAN Capable, Non-touch",laptop
S004O3060MFFUSCA,optiplex-3060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB 1X4GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 3060 Micro Form Factor BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",4GB 1X4GB 2666MHz DDR4 Non-ECC,"500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex",,desktop
S004O5060MFFUSCA,optiplex-5060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-processor"",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-memory"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB 2666MHz DDR4 Non-ECC<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-harddrive"",""Label"":""Hard Drive\r\n"",""Value"":""500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-optiplex-wireless"",""Label"":""Wireless"",""Value"":""Intel® Wireless-AC 9560, Dual-band 2x2 802.11ac Wi-Fi with MU-MIMO + Bluetooth 5  with Internal Ante<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>4 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>5 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis<br/>3 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>4 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>5 Years ProSupport with 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>3 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>4 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>5 Years ProSupport with Mission Critical 4HR 7x24 In-Home/Onsite Service After Remote Diagnosis<br/>3 Years ProSupport with Next Business Day Onsite Service<br/>4 Years ProSupport with Next Business Day Onsite Service<br/>5 Years ProSupport with Next Business Day Onsite Service<br/>3 Years ProSupport Plus with Next Business Day Onsite Service<br/>4 Years ProSupport Plus with Next Business Day Onsite Service<br/>5 Years ProSupport Plus with Next Business Day Onsite Service<br/>""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-accidental-damage-service"",""Label"":"""",""Value"":""None<br/>3 Years Accidental Damage Service<br/>4 Years Accidental Damage Service<br/>5 Years Accidental Damage Service<br/>""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux<br/>,"Windows 10 Pro 64bit English, French, Spanish<br/>",8GB 1X8GB 2666MHz DDR4 Non-ECC<br/>,"500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex<br/>",,desktop
S004O7060MFFUSCA,optiplex-7060-micro,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""8GB 1X8GB 2666MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":"""",""Label"":""Warranty"",""Value"":""3 Years Hardware Service with Onsite/In-Home Service After Remote Diagnosis""},{""LearnMoreUrl"":"""",""Label"":""Form Factor"",""Value"":""OptiPlex 7060 Micro Form Factor Tower BTX""}]}",Intel Core™ i5-8500T (6 Cores/9MB/6T/up to 3.5GHz/35W); supports Windows 10/Linux,"Windows 10 Pro 64bit English, French, Spanish",8GB 1X8GB 2666MHz DDR4 Non-ECC,"500GB 2.5inch Serial ATA (7,200 RPM) Hard Drive, Dell OptiPlex",,desktop
S005L348014USCA,latitude-14-3480-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core™ i3-7100U (3M Cache, up to 2.3 GHz) supports only Windows 10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""4G 2133MHz DDR4 (1x4G)""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""2.5\"" 7mm 500GB 7200rpm HDD""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""14.0\"" (16:9) Anti-Glare, HD (1366 x 768) WLED, WLAN capable (inc. Integrated HD webcam), Non-touch""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Qualcomm QCA61x4A 802.11ac Dual Band (2x2) Wireless Adapter+ Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""42 Whr ExpressCharge Capable (Prismastic)""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""1 HDMI<br />1 VGA<br />1 USB 2.0<br />2 USB 3.1 Gen 1 (one with PowerShare)<br />1 RJ-45<br />1 USIM(external)-ties to WWAN hinge up<br />1 Multi-media card reader (SD 3.0)<br />Universal Jack (global headset jack + mic phone in + line in support)<br />Noble Wedge Lock slot""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 23.3 mm (0.92”) X 337.4 mm (13.3”) X 244 mm (9.6”) <br />Weight: 1.76 kg (3.89 lbs)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""Energy Star 6.1 (restrict Ubuntu) <br /><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:productsafety-spec\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets </a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:regulatory-spec\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br /><a href=\""http://content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:environment-spec\"" target=\""_blank\"">Dell and the Environment</a>""}]}","Intel® Core™ i3-7100U (3M Cache, up to 2.3 GHz) supports only Windows 10/Linux","Windows 10 Pro 64bit English, French, Spanish",4G 2133MHz DDR4 (1x4G),"2.5"" 7mm 500GB 7200rpm HDD","14.0"" (16:9) Anti-Glare, HD (1366 x 768) WLED, WLAN capable (inc. Integrated HD webcam), Non-touch",laptop
S005L349014USCA,latitude-14-3490-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""14\"" HD (1366x768) Non-Touch Anti-Glare, Camera & Microphone, WLAN Capable""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB,1x4GB, 2400MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""2.5\"" 500GB SATA 7200 RPM Hard Drive""},{""LearnMoreUrl"":"""",""Label"":""Broadband"",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""}]}","Intel Core i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)","Windows 10 Pro 64bit English, French, Spanish","4GB,1x4GB, 2400MHz DDR4 Non-ECC","2.5"" 500GB SATA 7200 RPM Hard Drive","14"" HD (1366x768) Non-Touch Anti-Glare, Camera & Microphone, WLAN Capable",laptop
S005L359015USCA,latitude-15-3590-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":"""",""Label"":""Processor\r\n"",""Value"":""Intel Core i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)""},{""LearnMoreUrl"":"""",""Label"":""Operating System"",""Value"":""Windows 10 Pro 64bit English, French, Spanish""},{""LearnMoreUrl"":"""",""Label"":""Display"",""Value"":""15.6\"" HD (1366x768) Non-Touch Anti-Glare, Camera & Microphone, WLAN Capable""},{""LearnMoreUrl"":"""",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:graphic card\"">*</a>"",""Value"":""4GB, 1x4GB, 2400MHz DDR4 Non-ECC""},{""LearnMoreUrl"":"""",""Label"":""Hard Drive\r\n"",""Value"":""2.5\"" 500GB SATA 7200 RPM Hard Drive""},{""LearnMoreUrl"":"""",""Label"":""Broadband"",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":"""",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with Onsite/In-Home Service After Remote Diagnosis""}]}","Intel Core i3-7130U Processor (Dual Core, 3M Cache, 2.7GHz,15W)","Windows 10 Pro 64bit English, French, Spanish","4GB, 1x4GB, 2400MHz DDR4 Non-ECC","2.5"" 500GB SATA 7200 RPM Hard Drive","15.6"" HD (1366x768) Non-Touch Anti-Glare, Camera & Microphone, WLAN Capable",laptop
S005L548014USCASKL,latitude-14-5480-laptop,"{""TechSpecs"":[{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-processor"",""Label"":""Processor\r\n"",""Value"":""Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/operating-system"",""Label"":""Operating System"",""Value"":""Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Professionnel License)""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/help-me-choose-memory-latit-eseries"",""Label"":""Memory<a class=\""technote microcontent\"" rel=\""technotes:1-gb\"">*</a>"",""Value"":""8GB DDR4 Memory,1X8GB,2400,Non-ECC""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-hard-drive"",""Label"":""Hard Drive"",""Value"":""2.5\"" 500G 7200RPM 7mm HDD""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-lcd"",""Label"":""Display"",""Value"":""Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN)""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-microsoft-office-2016-commercial"",""Label"":""Microsoft Office"",""Value"":""Microsoft Office 30 Day Trial""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-support-services-smb"",""Label"":""Warranty"",""Value"":""1 Year Hardware Service with In-Home/Onsite Service After Remote Diagnosis""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mcafee-commercial"",""Label"":""Security Software"",""Value"":""No Security Software""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-mobro"",""Label"":"""",""Value"":""No Wireless WAN Card""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e4-wireless"",""Label"":""Wireless"",""Value"":""Intel® Dual Band Wireless AC 8265 (802.11ac) 2x2 + Bluetooth 4.1""},{""LearnMoreUrl"":""http://www.dell.com/learn/ca/en/cabsdt1/help-me-choose/hmc-latitude-e-series-battery"",""Label"":""Primary Battery"",""Value"":""4 cell, 68WHR Primary Battery""},{""LearnMoreUrl"":"""",""Label"":""Ports"",""Value"":""3 USB 3.0 (one with PowerShare)<br />1 RJ-45<br />1 HDMI<br />1 VGA<br />1 External uSIM card tray option<br />1 SD 4.0 Memory card reader<br />1 Headset/mic combo jack<br />1 Optional Contacted SmartCard Reader and touch Fingerprint Reader<br />1 Display Port over USB Type-C™ <br />1 Noble Wedge Lock slot""},{""LearnMoreUrl"":"""",""Label"":""Slots"",""Value"":""Power Supply Unit: 65W adapter for UMA""},{""LearnMoreUrl"":"""",""Label"":""Chassis"",""Value"":""<strong>Backup Options</strong><br />Dell Client Command Suite available""},{""LearnMoreUrl"":"""",""Label"":""Dimensions"",""Value"":""Height: 22.45 mm (.88”) x 333.4 mm (13.1”) x 228.9 mm (9”)<br />Starting weight: 1.60 kg (3.52lbs)""},{""LearnMoreUrl"":"""",""Label"":""Regulatory"",""Value"":""Energy Star 6.1 (available in selected configurations), FCC, UL, Anti-thunder certification,<br /><br /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:productsafety-spec\"" target=\""_blank\"">Product Safety, EMC and Environmental Datasheets</a><br style=\""font-size: 11px; font-family: verdana; color: #000000;\"" /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:regulatory-spec\"" target=\""_blank\"">Dell Regulatory Compliance Home Page</a><br style=\""font-size: 11px; font-family: verdana; color: #000000;\"" /><a href=\""//content.dell.com/sites/content/_layouts/xdb.ashx?global:browse:environment-spec\"" target=\""_blank\"">Dell and the Environment</a>""}]}","Intel® Core i5-6300U (Dual Core, 2.4GHz, 3M cache, 15W, vPro) supports Windows 7/8.1/10/Linux","Windows 7 Professional English, French, Spanish 64bit (Includes Windows 10 Professionnel License)","8GB DDR4 Memory,1X8GB,2400,Non-ECC","2.5"" 500G 7200RPM 7mm HDD",Non-Touch FHD (1920 x 1080) LCD w/ HD Cam (WWAN),laptop
